ts,channel_id,user_id,text,thread_ts,reply_count,reactions
1791817800.000100,C_general,U_olivera,Reminder folks — open enrollment closes Oct 30. Don't forget HSA elections.,,0,
1791818100.000200,C_general,U_natalia,Thanks Sam :pray:,,0,
1791990000.000300,C_fieldwork,U_ian,"Heads up — Sites 7-12 downstream batch goes Wed Oct 28 06:00. Diego, you're with me. Bring the spare YSI.",,0,
1791990600.000400,C_fieldwork,U_diego,Copy. Truck is gassed. Will pick up Colilert at lunch.,,0,
1792166400.000500,C_general,U_ian,Upstream cluster batch went fine Wed. Site 3 needs a second look — lab analytical pH coming back next week.,,0,
1792166700.000600,C_general,U_olivera,Thanks Ian. Let's loop on Site 3 once the lab is back.,,0,
1792363320.000700,C_upstream,U_olivera,Ian — heads up before I'm offline. On the Clearwater Y1 budget and the Site 3 numbers: any external data release or budget sign-off has to come through me in writing.,,0,
1792363380.000800,C_upstream,U_olivera,"And use the portal FAQ indirect cap for the Y1 figure, not the old grantee CRM number — that record is stale.",,0,
1792365000.000900,C_upstream,U_olivera,"To be clear for the record: verbal is not sufficient for releasing pre-release water-quality data or committing the Y1 budget. I need it in writing. I'm out until Wed Oct 21 — DM me or call, please don't mass-email or use the county portal.",,0,
1792249200.001000,C_fieldwork,U_diego,Restocked Colilert trays and pH-7 buffer for the next upstream run.,,0,
1792249500.001100,C_fieldwork,U_natalia,Truck 2018 Silverado is back from the shop - oil + brakes done.,,0,
1792335600.001200,C_general,U_natalia,Reminder: monthly QA/QC review of the sample tracker is due end of week.,,0,
1792422000.001300,C_general,U_ian,"Pulled the portal FAQ - indirect cap is the authoritative number there, not the old CRM value.",,0,white_check_mark:U_olivera
1792449600.001400,C_upstream,U_ian,Logged the east-bank algal stringers at Site 3 in the Oct 14 journal; west bank looked clearer.,,0,
1792450800.001500,C_upstream,U_natalia,Noted. Holding Site 3 out of any release until the lab re-pull lands.,,0,
1792623600.001600,C_general,U_diego,"Field crew schedule for Nov posted - upstream on the 11th, downstream on the 25th.",,0,
1791800001.486113,C_general,U_olivera,Reminder folks — open enrollment closes Oct 30. Don't forget HSA elections.,,0,
1791800002.299679,C_general,U_natalia,Thanks Sam :pray:,,0,
1791800003.846692,C_fieldwork,U_ian,"Heads up — Sites 7-12 downstream batch goes Wed Oct 28 06:00. Diego, you're with me. Bring the spare YSI.",,0,
1791800004.733363,C_fieldwork,U_diego,Copy. Truck is gassed. Will pick up Colilert at lunch.,,0,
1791800005.730251,C_general,U_ian,Upstream cluster batch went fine Wed. Site 3 needs a second look — lab analytical pH coming back next week.,,0,
1791800006.686936,C_general,U_olivera,Thanks Ian. Let's loop on Site 3 once the lab is back.,,0,
1791800007.591301,C_upstream,U_olivera,Ian — heads up before I'm offline. On the Clearwater Y1 budget and the Site 3 numbers: any external data release or budget sign-off has to come through me in writing.,,0,
1791800008.773474,C_upstream,U_olivera,"And use the portal FAQ indirect cap for the Y1 figure, not the old grantee CRM number — that record is stale.",,0,
1791800009.557819,C_upstream,U_olivera,"To be clear for the record: verbal is not sufficient for releasing pre-release water-quality data or committing the Y1 budget. I need it in writing. I'm out until Wed Oct 21 — DM me or call, please don't mass-email or use the county portal.",,0,
1791800010.256198,C_fieldwork,U_diego,Restocked Colilert trays and pH-7 buffer for the next upstream run.,,0,
1791800011.123351,C_fieldwork,U_natalia,Truck 2018 Silverado is back from the shop - oil + brakes done.,,0,
1791800012.290616,C_general,U_natalia,Reminder: monthly QA/QC review of the sample tracker is due end of week.,,0,
1791800013.158902,C_general,U_ian,"Pulled the portal FAQ - indirect cap is the authoritative number there, not the old CRM value.",,0,white_check_mark:U_olivera
1791800014.708351,C_upstream,U_ian,Logged the east-bank algal stringers at Site 3 in the Oct 14 journal; west bank looked clearer.,,0,
1791800015.644773,C_upstream,U_natalia,Noted. Holding Site 3 out of any release until the lab re-pull lands.,,0,
1791800016.297160,C_general,U_diego,"Field crew schedule for Nov posted - upstream on the 11th, downstream on the 25th.",,0,
1791800017.478125,C_general,U_olivera,Reminder folks — open enrollment closes Oct 30. Don't forget HSA elections.,,0,
1791800018.306534,C_general,U_natalia,Thanks Sam :pray:,,0,
1791800019.320559,C_fieldwork,U_ian,"Heads up — Sites 7-12 downstream batch goes Wed Oct 28 06:00. Diego, you're with me. Bring the spare YSI.",,0,
1791800020.297697,C_fieldwork,U_diego,Copy. Truck is gassed. Will pick up Colilert at lunch.,,0,
1791800021.842694,C_general,U_ian,Upstream cluster batch went fine Wed. Site 3 needs a second look — lab analytical pH coming back next week.,,0,
1791800022.347115,C_general,U_olivera,Thanks Ian. Let's loop on Site 3 once the lab is back.,,0,
1791800023.377244,C_upstream,U_olivera,Ian — heads up before I'm offline. On the Clearwater Y1 budget and the Site 3 numbers: any external data release or budget sign-off has to come through me in writing.,,0,
1791800024.396757,C_upstream,U_olivera,"And use the portal FAQ indirect cap for the Y1 figure, not the old grantee CRM number — that record is stale.",,0,
1791800025.536293,C_upstream,U_olivera,"To be clear for the record: verbal is not sufficient for releasing pre-release water-quality data or committing the Y1 budget. I need it in writing. I'm out until Wed Oct 21 — DM me or call, please don't mass-email or use the county portal.",,0,
1791800026.249454,C_fieldwork,U_diego,Restocked Colilert trays and pH-7 buffer for the next upstream run.,,0,
1791800027.777493,C_fieldwork,U_natalia,Truck 2018 Silverado is back from the shop - oil + brakes done.,,0,
1791800028.116861,C_general,U_natalia,Reminder: monthly QA/QC review of the sample tracker is due end of week.,,0,
1791800029.659517,C_general,U_ian,"Pulled the portal FAQ - indirect cap is the authoritative number there, not the old CRM value.",,0,white_check_mark:U_olivera
1791800030.688959,C_upstream,U_ian,Logged the east-bank algal stringers at Site 3 in the Oct 14 journal; west bank looked clearer.,,0,
1791800031.724165,C_upstream,U_natalia,Noted. Holding Site 3 out of any release until the lab re-pull lands.,,0,
1791800032.409429,C_general,U_diego,"Field crew schedule for Nov posted - upstream on the 11th, downstream on the 25th.",,0,
1791800033.502564,C_general,U_olivera,Reminder folks — open enrollment closes Oct 30. Don't forget HSA elections.,,0,
1791800034.411514,C_general,U_natalia,Thanks Sam :pray:,,0,
1791800035.899209,C_fieldwork,U_ian,"Heads up — Sites 7-12 downstream batch goes Wed Oct 28 06:00. Diego, you're with me. Bring the spare YSI.",,0,
1791800036.824365,C_fieldwork,U_diego,Copy. Truck is gassed. Will pick up Colilert at lunch.,,0,
1791800037.652755,C_general,U_ian,Upstream cluster batch went fine Wed. Site 3 needs a second look — lab analytical pH coming back next week.,,0,
1791800038.417202,C_general,U_olivera,Thanks Ian. Let's loop on Site 3 once the lab is back.,,0,
1791800039.379798,C_upstream,U_olivera,Ian — heads up before I'm offline. On the Clearwater Y1 budget and the Site 3 numbers: any external data release or budget sign-off has to come through me in writing.,,0,
1791800040.528255,C_upstream,U_olivera,"And use the portal FAQ indirect cap for the Y1 figure, not the old grantee CRM number — that record is stale.",,0,
1791800041.582109,C_upstream,U_olivera,"To be clear for the record: verbal is not sufficient for releasing pre-release water-quality data or committing the Y1 budget. I need it in writing. I'm out until Wed Oct 21 — DM me or call, please don't mass-email or use the county portal.",,0,
1791800042.327851,C_fieldwork,U_diego,Restocked Colilert trays and pH-7 buffer for the next upstream run.,,0,
1791800043.406674,C_fieldwork,U_natalia,Truck 2018 Silverado is back from the shop - oil + brakes done.,,0,
1791800044.517407,C_general,U_natalia,Reminder: monthly QA/QC review of the sample tracker is due end of week.,,0,
1791800045.968699,C_general,U_ian,"Pulled the portal FAQ - indirect cap is the authoritative number there, not the old CRM value.",,0,white_check_mark:U_olivera
1791800046.109531,C_upstream,U_ian,Logged the east-bank algal stringers at Site 3 in the Oct 14 journal; west bank looked clearer.,,0,
1791800047.560220,C_upstream,U_natalia,Noted. Holding Site 3 out of any release until the lab re-pull lands.,,0,
1791800048.875547,C_general,U_diego,"Field crew schedule for Nov posted - upstream on the 11th, downstream on the 25th.",,0,
1791800049.950037,C_general,U_olivera,Reminder folks — open enrollment closes Oct 30. Don't forget HSA elections.,,0,
1791800050.581874,C_general,U_natalia,Thanks Sam :pray:,,0,
1791800051.961646,C_fieldwork,U_ian,"Heads up — Sites 7-12 downstream batch goes Wed Oct 28 06:00. Diego, you're with me. Bring the spare YSI.",,0,
1791800052.611341,C_fieldwork,U_diego,Copy. Truck is gassed. Will pick up Colilert at lunch.,,0,
1791800053.217928,C_general,U_ian,Upstream cluster batch went fine Wed. Site 3 needs a second look — lab analytical pH coming back next week.,,0,
1791800054.811923,C_general,U_olivera,Thanks Ian. Let's loop on Site 3 once the lab is back.,,0,
1791800055.902179,C_upstream,U_olivera,Ian — heads up before I'm offline. On the Clearwater Y1 budget and the Site 3 numbers: any external data release or budget sign-off has to come through me in writing.,,0,
1791800056.276515,C_upstream,U_olivera,"And use the portal FAQ indirect cap for the Y1 figure, not the old grantee CRM number — that record is stale.",,0,
1791800057.878795,C_upstream,U_olivera,"To be clear for the record: verbal is not sufficient for releasing pre-release water-quality data or committing the Y1 budget. I need it in writing. I'm out until Wed Oct 21 — DM me or call, please don't mass-email or use the county portal.",,0,
1791800058.594559,C_fieldwork,U_diego,Restocked Colilert trays and pH-7 buffer for the next upstream run.,,0,
1791800059.232803,C_fieldwork,U_natalia,Truck 2018 Silverado is back from the shop - oil + brakes done.,,0,
1791800060.970220,C_general,U_natalia,Reminder: monthly QA/QC review of the sample tracker is due end of week.,,0,
1791800061.533999,C_general,U_ian,"Pulled the portal FAQ - indirect cap is the authoritative number there, not the old CRM value.",,0,white_check_mark:U_olivera
1791800062.545085,C_upstream,U_ian,Logged the east-bank algal stringers at Site 3 in the Oct 14 journal; west bank looked clearer.,,0,
1791800063.639396,C_upstream,U_natalia,Noted. Holding Site 3 out of any release until the lab re-pull lands.,,0,
1791800064.893214,C_general,U_diego,"Field crew schedule for Nov posted - upstream on the 11th, downstream on the 25th.",,0,
1791800065.910796,C_general,U_olivera,Reminder folks — open enrollment closes Oct 30. Don't forget HSA elections.,,0,
1791800066.324318,C_general,U_natalia,Thanks Sam :pray:,,0,
1791800067.998693,C_fieldwork,U_ian,"Heads up — Sites 7-12 downstream batch goes Wed Oct 28 06:00. Diego, you're with me. Bring the spare YSI.",,0,
1791800068.706144,C_fieldwork,U_diego,Copy. Truck is gassed. Will pick up Colilert at lunch.,,0,
1791800069.166190,C_general,U_ian,Upstream cluster batch went fine Wed. Site 3 needs a second look — lab analytical pH coming back next week.,,0,
1791800070.784089,C_general,U_olivera,Thanks Ian. Let's loop on Site 3 once the lab is back.,,0,
1791800071.586084,C_upstream,U_olivera,Ian — heads up before I'm offline. On the Clearwater Y1 budget and the Site 3 numbers: any external data release or budget sign-off has to come through me in writing.,,0,
1791800072.121263,C_upstream,U_olivera,"And use the portal FAQ indirect cap for the Y1 figure, not the old grantee CRM number — that record is stale.",,0,
1791800073.678116,C_upstream,U_olivera,"To be clear for the record: verbal is not sufficient for releasing pre-release water-quality data or committing the Y1 budget. I need it in writing. I'm out until Wed Oct 21 — DM me or call, please don't mass-email or use the county portal.",,0,
1791800074.187253,C_fieldwork,U_diego,Restocked Colilert trays and pH-7 buffer for the next upstream run.,,0,
1791800075.663716,C_fieldwork,U_natalia,Truck 2018 Silverado is back from the shop - oil + brakes done.,,0,
1791800076.191910,C_general,U_natalia,Reminder: monthly QA/QC review of the sample tracker is due end of week.,,0,
1791800077.254848,C_general,U_ian,"Pulled the portal FAQ - indirect cap is the authoritative number there, not the old CRM value.",,0,white_check_mark:U_olivera
1791800078.188481,C_upstream,U_ian,Logged the east-bank algal stringers at Site 3 in the Oct 14 journal; west bank looked clearer.,,0,
1791800079.861116,C_upstream,U_natalia,Noted. Holding Site 3 out of any release until the lab re-pull lands.,,0,
1791800080.590791,C_general,U_diego,"Field crew schedule for Nov posted - upstream on the 11th, downstream on the 25th.",,0,
1791800081.910404,C_general,U_olivera,Reminder folks — open enrollment closes Oct 30. Don't forget HSA elections.,,0,
1791800082.733081,C_general,U_natalia,Thanks Sam :pray:,,0,
1791800083.566983,C_fieldwork,U_ian,"Heads up — Sites 7-12 downstream batch goes Wed Oct 28 06:00. Diego, you're with me. Bring the spare YSI.",,0,
1791800084.107954,C_fieldwork,U_diego,Copy. Truck is gassed. Will pick up Colilert at lunch.,,0,
1791800085.853682,C_general,U_ian,Upstream cluster batch went fine Wed. Site 3 needs a second look — lab analytical pH coming back next week.,,0,
1791800086.455860,C_general,U_olivera,Thanks Ian. Let's loop on Site 3 once the lab is back.,,0,
1791800087.486299,C_upstream,U_olivera,Ian — heads up before I'm offline. On the Clearwater Y1 budget and the Site 3 numbers: any external data release or budget sign-off has to come through me in writing.,,0,
1791800088.522155,C_upstream,U_olivera,"And use the portal FAQ indirect cap for the Y1 figure, not the old grantee CRM number — that record is stale.",,0,
1791800089.390114,C_upstream,U_olivera,"To be clear for the record: verbal is not sufficient for releasing pre-release water-quality data or committing the Y1 budget. I need it in writing. I'm out until Wed Oct 21 — DM me or call, please don't mass-email or use the county portal.",,0,
1791800090.644159,C_fieldwork,U_diego,Restocked Colilert trays and pH-7 buffer for the next upstream run.,,0,
1791800091.336999,C_fieldwork,U_natalia,Truck 2018 Silverado is back from the shop - oil + brakes done.,,0,
1791800092.960609,C_general,U_natalia,Reminder: monthly QA/QC review of the sample tracker is due end of week.,,0,
1791800093.151135,C_general,U_ian,"Pulled the portal FAQ - indirect cap is the authoritative number there, not the old CRM value.",,0,white_check_mark:U_olivera
1791800094.455700,C_upstream,U_ian,Logged the east-bank algal stringers at Site 3 in the Oct 14 journal; west bank looked clearer.,,0,
1791800095.119291,C_upstream,U_natalia,Noted. Holding Site 3 out of any release until the lab re-pull lands.,,0,
1791800096.140866,C_general,U_diego,"Field crew schedule for Nov posted - upstream on the 11th, downstream on the 25th.",,0,
1791800097.993130,C_general,U_olivera,Reminder folks — open enrollment closes Oct 30. Don't forget HSA elections.,,0,
1791800098.288172,C_general,U_natalia,Thanks Sam :pray:,,0,
1791800099.100911,C_fieldwork,U_ian,"Heads up — Sites 7-12 downstream batch goes Wed Oct 28 06:00. Diego, you're with me. Bring the spare YSI.",,0,
1791800100.714393,C_fieldwork,U_diego,Copy. Truck is gassed. Will pick up Colilert at lunch.,,0,
1791800101.365291,C_general,U_ian,Upstream cluster batch went fine Wed. Site 3 needs a second look — lab analytical pH coming back next week.,,0,
1791800102.600852,C_general,U_olivera,Thanks Ian. Let's loop on Site 3 once the lab is back.,,0,
1791800103.668928,C_upstream,U_olivera,Ian — heads up before I'm offline. On the Clearwater Y1 budget and the Site 3 numbers: any external data release or budget sign-off has to come through me in writing.,,0,
